pc4,pc4name,mun,munname,pricem2,distcbd,shhistdistr,popdens,shforeign,shlandinfr,shlandres,shlandmanuf,shlandother,shopenspace,shyoungp,shelderly,hhsize,dumRS,RSdistcbd,_est_Netherlands,_est_Model2,_est_Model3,_est_Model4,lnpricem2,lndistcbd,lnRSdistcbd
5125,HULTEN,784,Gilze en Rijen,8.985564592586599,9.264988937930001,0,.6941826235051832,.0454545454545455,.0346782700421941,.0069883966244726,.004746835443038,.0006592827004219,.9529272151898734,.2727272727272727,.0757575757575758,2.83,0,0,1,1,1,1,2.1956193,2.2262428,0
5673,NUENEN-OOST,820,"Nuenen, Gerwen en Nederwetten",267.3807765770788,5.80133667787,0,26.51410421143964,.1186440677966102,.0590339892665474,.4850498338870432,.0235113723485817,.0015333503705597,.4308714541272681,.3066255778120185,.0670261941448382,2.64,0,0,1,1,1,1,5.5886736,1.7580884,0
5272,VENKANT - BEEKKANT - BEEKVLIET,845,Sint-Michielsgestel,248.1767998504832,6.68601174094,0,53.91313787720976,.1195652173913044,.0147058823529412,.8676470588235294,0,0,.1176470588235294,.2771739130434783,.1141304347826087,2.53,0,0,1,1,1,1,5.5141416,1.9000175,0
6741,LUNTEREN CENTRUM,228,Ede,46.44875368532178,5.12874286741,0,2.438323389237566,.0534716679968077,.0259300327780959,.0280868071210109,.0077497654355588,.0059951015633568,.9322382931019777,.2956903431763767,.1632083000798085,2.83,0,0,1,1,1,1,3.8383496,1.6348605,0
7551,BINNENSTAD CENTRUM,164,Hengelo (O.),201.9203829759141,.13304149729,0,47.7630666602665,.1617250673854447,.0643604183427192,.6315366049879324,.2992759452936444,.0048270313757039,0,.1482479784366577,.2466307277628032,1.77,0,0,1,1,1,1,5.3078732,-2.0170941,0
2516,BINCKHORST,518,'s-Gravenhage (gemeente),466.1893712020685,2.08203555445,0,41.14571744396508,.7770392749244713,.1495513459621137,.2166832834828847,.5280824194084414,.071119973413094,.0345629777334663,.2761329305135952,.0694864048338369,1.95,1,2.0820355,1,1,1,1,6.1445918,.73334605,1.5268525
3542,INDUSTRIEGEBIED LAGEWEIDE,344,Utrecht (gemeente),96.68197191803766,4.74888074498,0,.4320033620229646,.1904761904761905,.0877466988499219,.004543518387051,.836859292914951,.0231435467840409,.0477069430640352,.1666666666666667,.0476190476190476,2.07,1,4.7488809,1,1,1,1,4.5714269,1.557909,7.3983245
4818,SPORTPARK,758,Breda,458.6561101256898,1.22130627199,.2116198557632266,43.33424033517942,.1314741035856574,.0559924504561183,.5385341302296319,.2717835797420572,.0308273041837056,.1028625353884869,.2578258394991463,.1075697211155379,2.1,0,0,1,1,1,1,6.1283007,.199921,0
5037,ZORGVLIED,855,Tilburg,285.9663149662587,2.47569919215,0,36.69222345552171,.2435064935064935,.0523703152146935,.5611814345991561,.1988086373790022,.0116654256639365,.1759741871432117,.1958874458874459,.1991341991341991,1.85,0,0,1,1,1,1,5.6558743,.90652287,0
9989,WARFFUM,1651,Eemsmond,54.30409220678172,19.11312560206,.0067342637502372,.8009723895792157,.0567951318458418,.017109201976198,.0259193458103142,.0048431453673733,.0057192922680036,.9464090145781109,.2494929006085193,.1460446247464503,2.34,0,0,1,1,1,1,3.9945996,2.9503753,0
1421,MEERWIJK,451,Uithoorn,240.9423149202642,7.598597845,0,42.24142133170418,.183967112024666,.0750446694460989,.5997617629541394,.1554496724240619,.0661107802263252,.1036331149493746,.2394655704008222,.1798561151079137,2.13,0,0,1,1,1,1,5.4845576,2.0279636,0
6932,DE GANZEPOEL-SCHANS,293,Westervoort,159.7382419505666,5.83356300386,0,51.69988347975841,.1692677070828331,.0250882007056056,.7087416699333595,.0070560564484516,0,.2591140729125833,.2911164465786314,.0834333733493397,2.57,0,0,1,1,1,1,5.0735364,1.763628,0
6612,NEDERASSELT,252,Heumen,34.85768852152513,11.49806300078,0,1.436882997679313,.0536912751677852,.0332597115759387,.0280628816421983,.0158503312979083,.0046771469403664,.9181499285435885,.2483221476510067,.1543624161073825,2.66,0,0,1,1,1,1,3.5512738,2.4421785,0
1764,VAN EWIJCKSLUIS,366,Anna Paulowna,65.51862840407604,8.661369829880002,0,2.091335018451367,.0574555403556772,.0402841810898647,.0345400952308971,.00517723528078,.0143224246088731,.9056760637895851,.2845417236662107,.1326949384404925,2.59,0,0,1,1,1,1,4.1823344,2.1588728,0
5591,HEEZE,1658,Heeze-Leende,130.4191492415315,8.540121625600001,0,2.084943012357982,.0848167539267016,.0189855146297145,.0587056565965323,.0169307317404521,.0027510316368638,.9026270653964372,.2450261780104712,.1717277486910995,2.48,0,0,1,1,1,1,4.8707533,2.1447752,0
6132,KOLLENBERG-PARK/LEYENBROEK,1883,Sittard-Geleen,127.236606465717,1.54529006339,0,14.0714365053293,.2010628875110717,.0208722741433022,.3439252336448598,.0542056074766355,.0124610591900312,.5685358255451713,.2515500442869796,.1319751992914083,2.31,0,0,1,1,1,1,4.8460484,.43521163,0
4163,OOSTERWIJK,545,Leerdam,40.72986829980221,16.42498451628,.6011155115943327,1.708343711036053,.0681818181818182,.0418210693488618,.0206458443620963,0,0,.9375330862890419,.2045454545454546,.2045454545454546,2.52,0,0,1,1,1,1,3.7069616,2.7988036,0
1131,VOLENDAM - BLOEMENBUURT,385,Edam-Volendam,402.1577833984941,7.83752359167,0,31.09449591893393,.0510144927536232,.0520760028149191,.4086324184846352,.1902416138869341,.0539526155289702,.2950973492845414,.1495652173913044,.2231884057971014,2.11,0,0,1,1,1,1,5.9968443,2.058923,0
2541,MORGENSTOND-ZUID,518,'s-Gravenhage (gemeente),416.9344549836878,4.1181883784,.0000187542238456,116.3252323211439,.5600000000000001,.0284552845528455,.8536585365853658,.0101626016260163,0,.1077235772357724,.2213793103448276,.1344827586206896,1.8,1,4.1181884,1,1,1,1,6.0329289,1.4154134,5.828939
2316,GROENOORD,546,Leiden,532.5208406398064,1.07773390501,.0052790690206538,57.68257002816809,.3305837563451777,.0855140186915888,.4434579439252336,.2448598130841121,.038785046728972,.1873831775700935,.1954314720812183,.0996192893401015,1.85,0,0,1,1,1,1,6.2776222,.074860603,0
5305,ZUILICHEM,297,Zaltbommel,59.42975470510284,17.33453455533,0,1.933937740999376,.0365853658536585,.0534191752218549,.0404558900295807,.0140073081607795,.0085261875761267,.8835914390116583,.3109756097560976,.1128048780487805,2.88,0,0,1,1,1,1,4.084795,2.8527007,0
2555,BOHEMEN EN MEER EN BOS,518,'s-Gravenhage (gemeente),736.6078565452536,5.17895878821,0,57.26432709628559,.2314702308626974,.065625,.5267857142857143,.1571428571428571,0,.2504464285714286,.1123936816524909,.3547995139732685,1.62,1,5.1789589,1,1,1,1,6.6020555,1.6446041,8.5173368
2681,MONSTER-ZUID,1783,Westland,255.9751369474344,10.23047550215,0,18.67210409410906,.0904119577105359,.0392844615924237,.1971238162048404,.0805857593826727,.023500526131182,.6595054366888811,.2592052497265767,.1458257382427998,2.52,0,0,1,1,1,1,5.5450802,2.325371,0
3421,OUDEWATER,589,Oudewater,257.5956595205673,8.68452219814,.0273126979533928,7.240662597173082,.066916823014384,.0182711766406476,.0874241110147441,.0285053483665799,.0031801098583406,.8626192541196878,.2589118198874296,.1544715447154472,2.45,0,0,1,1,1,1,5.5513911,2.1615424,0
8344,ONNASEVELD,1708,Steenwijkerland,15.64549418009358,22.44736203321,0,.9662358120028134,.078125,.0520951302378256,.0032087580218951,0,0,.9446961117402793,.234375,.140625,2.57,0,0,1,1,1,1,2.7501829,3.1111732,0
8231,LELYSTAD LANDELIJK GEBIED,995,Lelystad,200.5972929492882,2.78663858439,0,9.98533039592412,.2269938650306748,.0495767835550181,.1987101975010077,.0210936450356039,.0235120247212146,.7071073491871557,.2474437627811861,.1134969325153374,2.25,0,0,1,1,1,1,5.3012996,1.0248361,0
8281,GENEMUIDEN (OUD),1896,Zwartewaterland,163.1046887597503,9.987573322879999,0,3.350276449389896,.0306224899598394,.0317456658059757,.0430422353375138,.0525866838804869,.0098672076724456,.862758207303578,.3559236947791165,.0948795180722892,3.08,0,0,1,1,1,1,5.0943923,2.3013415,0
3071,FEIJENOORD,599,Rotterdam,497.0446638323537,1.99399671514,.1746787489498497,130.4165413711711,.649669749009247,.0594724220623501,.7146282973621103,.1294964028776978,.011031175059952,.0853717026378897,.257331571994716,.090885072655218,2.04,1,1.9939967,1,1,1,1,6.2086797,.69014102,1.3761389
4879,INDUSTRIEGEBIED VOSDONK - ZUID,777,Etten-Leur,54.57958742043174,11.45967086787,0,.9797727532848653,.0930232558139535,.0968937019093759,.0074095183813052,.6964947278426902,.0376175548589342,.1615844970076945,.2558139534883721,.0465116279069767,2.72,0,0,1,1,1,1,3.99966,2.438834,0
2592,BURGEN EN HORSTEN,518,'s-Gravenhage (gemeente),294.2640555038012,3.2955949387,0,58.99502465459576,.3796610169491526,.0439210693825589,.5143220878421387,.0878421387651178,0,.3539147040101846,.1330508474576271,.2949152542372881,1.55,1,3.2955949,1,1,1,1,5.6844773,1.1925867,3.9302826
3114,SCHIEDAM-ZUID,606,Schiedam,318.9886608256455,1.55553453835,.016936341822596,100.1077987251462,.2140495867768595,.0361305361305361,.7843822843822844,.034965034965035,.0431235431235431,.1013986013986014,.2074380165289256,.1471074380165289,2.04,0,0,1,1,1,1,5.7651558,.44181925,0
8223,ZUIDERZEELAAN E.O.,995,Lelystad,190.342180670877,2.10700053393,0,27.57099070361281,.4145129224652088,.0528846153846154,.4416208791208791,.104739010989011,0,.4007554945054945,.2972166998011929,.1003976143141153,2.34,0,0,1,1,1,1,5.2488232,.74526536,0
5724,OMMEL,743,Asten,19.10849656146751,8.015251511960001,0,.9663116233363633,.0319148936170213,.0447576172767012,.0157891302929471,.0117439812096301,.0003262217002675,.9273830495204541,.2978723404255319,.1223404255319149,2.74,0,0,1,1,1,1,2.9501331,2.0813463,0
3452,VLEUTERWEIDE,344,Utrecht (gemeente),357.1558860354081,7.63630449956,0,16.94389067482118,.2781136638452237,.0259672812256557,.0698519864970138,.0166190599844196,.6052973253700338,.2822643469228772,.3192261185006046,.0108827085852479,2.78,1,7.6363044,1,1,1,1,5.8781724,2.0329137,15.523948
7914,NOORDSCHE SCHUT,118,Hoogeveen,31.45041368435342,4.59610464742,0,4.222332735075227,.0251889168765743,.0478307733764484,.0767987065481002,.0338183777957424,.0175154944758825,.8240366478038265,.3073047858942066,.1133501259445844,2.84,0,0,1,1,1,1,3.4484122,1.5252092,0
8453,ORANJEWOUD,74,Heerenveen,67.92910530035587,19.77421000824,.7133316092296612,2.449263820691308,.0428571428571429,.0448670331302927,.1253899866290299,.0062397860644778,.0500668548506908,.7734363393255088,.2619047619047619,.1809523809523809,2.58,0,0,1,1,1,1,4.2184644,2.9843786,0
9531,BORGER,1681,Borger-Odoorn,68.81398061113869,15.99756467247,0,2.998431534303321,.0533333333333333,.0263085669476573,.0869241325230347,.0057243677710253,.0065477357380906,.8744951970201921,.2102564102564103,.238974358974359,2.24,0,0,1,1,1,1,4.2314072,2.7724366,0
2914,ZUIDPLAS,567,Nieuwerkerk aan den IJssel,267.7076456307843,7.424691323549999,0,34.91814677786556,.1344993968636912,.1359196961475855,.4023331524688009,.0496473141616929,0,.4120998372219208,.258745476477684,.0910735826296743,2.5,0,0,1,1,1,1,5.5898957,2.004811,0
1083,BUITENVELDERT-OOST,363,Amsterdam,622.6190465767997,3.48946883064,0,35.63013066800318,.3556485355648535,.0623481781376518,.3834008097165992,.1226720647773279,0,.4315789473684211,.1246861924686192,.3581589958158996,1.63,1,3.4894688,1,1,1,1,6.4339347,1.2497495,4.3609619
2163,WILDLUST - LISSE,553,Lisse,397.2338149741451,9.95099234499,0,37.1261570873122,.1008264462809917,.0500782472613459,.4608763693270735,.3912363067292645,.0031298904538341,.094679186228482,.2462809917355372,.0776859504132231,2.51,0,0,1,1,1,1,5.9845252,2.2976723,0
7581,LOSSER-OOST,168,Losser,106.7592590124065,9.314643813369999,0,6.144677274747679,.1572199730094467,.0213354615589252,.1145517424847034,.0681564245810056,.0254322958233573,.7705240755520085,.2031039136302294,.1997300944669366,2.34,0,0,1,1,1,1,4.6705766,2.2315876,0
3961,GEBIED TEN ZUIDEN VAN HET AMSTERDAM-RIJNKANAAL,352,Wijk bij Duurstede,185.6208835991789,13.68541135553,.0374199180494932,7.649465971305985,.1253822629969419,.035134534133867,.1023460084500778,.0411385368023127,.0151211919057149,.8062597287080275,.2737003058103976,.0953109072375127,2.5,0,0,1,1,1,1,5.2237062,2.6163304,0
9686,BEERTA,1661,Reiderland,15.42944186857841,36.47434285796,.0125393106472911,1.361060335711479,.1217391304347826,.0410671106354303,.0392436674991081,.0046378879771673,.0050739287271574,.9099774051611369,.2130434782608696,.2,2.27,0,0,1,1,1,1,2.7362776,3.5966091,0
1735,'T VELD EN DE KAMPEN,412,Niedorp,80.85815158785792,9.083656339819999,0,2.287270607091624,.0442890442890443,.0284056406450307,.0460157884083395,0,.0004723028135753,.9251062681330544,.2843822843822844,.1305361305361305,2.61,0,0,1,1,1,1,4.3926964,2.2064767,0
3703,ZEIST-WEST - GRIFFENSTEIJN EN KERSBERGEN,355,Zeist,312.4671846218172,1.54166647495,.1991900399752096,22.81954541417228,.2278156996587031,.0254258207849914,.370772648728709,.0804739570476426,.0037027894347075,.5196247840039496,.2534129692832764,.1680887372013652,2.28,0,0,1,1,1,1,5.7444997,.43286395,0
5981,PANNINGEN,918,Helden,46.30002359785053,13.81791323826,0,6.518770362677205,.1273801707156927,.0378832468296859,.1218898817486222,.0622291187329445,.0142329712665204,.7637647814222269,.2245567957977676,.1871306631648063,2.42,0,0,1,1,1,1,3.8351424,2.6259658,0
5924,VOSSENER,983,Venlo,139.5693080148639,2.67330905247,0,68.60215939137471,.3583959899749373,.0484391819160387,.8482238966630786,0,0,.1033369214208827,.2543859649122807,.0701754385964912,2.58,0,0,1,1,1,1,4.9385614,.98331708,0
3061,KRALINGEN-WEST,599,Rotterdam,766.5422910524442,1.86563112378,.0215984873446004,146.2168722377011,.5236421725239616,.0478723404255319,.7854609929078015,.0856973995271868,0,.0809692671394799,.2159744408945687,.107667731629393,1.81,1,1.8656311,1,1,1,1,6.64189,.62359941,1.1634065
5865,TIENRAIJ,993,Meerlo-Wanssum,44.09202240772064,14.7070501954,0,3.056254510074008,.0852017937219731,.0248800426515017,.0593566731828683,.0607783899058113,.0326994846276879,.8222854096321308,.2286995515695067,.1300448430493273,2.54,0,0,1,1,1,1,3.786279,2.6883271,0
5467,DE BUNDERS,860,Veghel,223.5900621908387,16.00537188072,0,49.87765979977912,.1679711017459362,.0326576576576577,.8254504504504504,.0724474474474475,0,.0694444444444444,.2787477423239013,.0668272125225768,2.67,0,0,1,1,1,1,5.4098144,2.7729244,0
5146,LANDGOED DRIESSEN,867,Waalwijk,455.3575928421026,12.8069137176,0,7.810966492399084,.1102362204724409,.0245775729646697,.0791090629800307,0,.3571428571428572,.5391705069124424,.3070866141732284,.031496062992126,2.73,0,0,1,1,1,1,6.1210833,2.5499852,0
4884,WERNHOUT,879,Zundert,38.30459874335465,16.18472072821,0,1.978326693607767,.2366288492706645,.0304525417559753,.0185222631131961,.0044081368544506,.0002426497351074,.9463744085412706,.2042139384116694,.113452188006483,2.44,0,0,1,1,1,1,3.64557,2.7840676,0
8356,BLOKZIJL (KERN),1708,Steenwijkerland,129.0807039076393,18.04084653557,.0164706223657466,.562455766342593,.0494296577946768,.0243078444297956,.01318391562294,.0074159525379038,.0030899802241266,.952002307185234,.2281368821292776,.1634980988593156,2.36,0,0,1,1,1,1,4.8604379,2.8926384,0
4205,LANDELIJK GEBIED NOORD,512,Gorinchem,156.1891498858334,20.68558308436,.0023433704215852,14.66537587935064,.3619791666666667,.1055684454756381,.190061871616396,.0426334106728538,.0181747873163186,.6435614849187935,.2463541666666667,.1505208333333333,2.31,0,0,1,1,1,1,5.0510678,3.0294371,0
5611,EINDHOVEN CENTRUM,772,Eindhoven,390.156518761086,.14525047332,.1174897121864229,48.96387746130526,.2582745523602821,.1109989909182644,.3417423477968382,.5072317524386142,.0077362933064245,.0322906155398587,.1030927835051546,.0998372219207813,1.45,0,0,1,1,1,1,5.966548,-1.9292957,0
5435,SINT AGATHA,1684,Cuijk,15.73794203174727,15.78594358282,0,.9665176827217556,.0857142857142857,.0318411467512631,.0151568558336271,.0274938315121607,.0092821055105158,.9162260603924334,.2571428571428571,.1714285714285714,2.74,0,0,1,1,1,1,2.7560744,2.75912,0
8226,BUURT 51,995,Lelystad,198.4423680806196,2.0901561401,0,43.46356935830562,.3457991803278688,.0490762124711316,.6518475750577367,.0779445727482679,.1013279445727483,.1198036951501155,.3063524590163935,.0425204918032787,2.44,0,0,1,1,1,1,5.2904987,.73723876,0
9981,UITHUIZEN,1651,Eemsmond,26.10793847297649,24.55115726091,0,1.867262110652317,.0543859649122807,.0242208742940807,.0472913616398243,.0103325664087011,.0196820748797323,.8984731227776616,.2254385964912281,.1973684210526316,2.24,0,0,1,1,1,1,3.2622395,3.2007589,0
4695,SINT MAARTENSDIJK,716,Tholen,104.9802171759048,17.15097991632,.0042544513489508,1.669133829015604,.1023192360163711,.0466620265645844,.0231135084971869,.0133982947624848,.020735456180036,.8960907139957079,.252387448840382,.1637107776261937,2.38,0,0,1,1,1,1,4.6537719,2.8420553,0
5824,HOLTHEES,756,Boxmeer,29.06701701162864,25.9173549121,0,.6845818774920901,.0786516853932584,.0387855044074437,.010871694417238,0,0,.9503428011753183,.247191011235955,.1123595505617977,2.51,0,0,1,1,1,1,3.3696041,3.2549129,0
3412,LOPIKERKAPEL,331,Lopik,87.9618022687258,5.77437697765,0,1.021016074250497,.0566037735849057,.0178675849522448,.0124748229484764,.0132544993827562,.0010395685790397,.9553635241374829,.2877358490566038,.1179245283018868,2.62,0,0,1,1,1,1,4.4769025,1.7534304,0
9623,HARKSTEDE,40,Slochteren,19.52352782991673,9.347078415210001,0,.2600093701724632,.0217391304347826,.0206110748240075,0,0,.0132085056970753,.9661804194789172,.2826086956521739,.0869565217391304,2.76,0,0,1,1,1,1,2.9716203,2.2350638,0
3985,WERKHOVEN,312,Bunnik,104.2049187555201,7.420069814360001,.0010768584273136,1.481166922613562,.0814977973568282,.0202924745317121,.0216480446927374,.0051758133420966,.0004107788366743,.9524728885967795,.2687224669603524,.1123348017621145,2.63,0,0,1,1,1,1,4.6463594,2.0041885,0
2105,RIVIERENBUURT / GELEERDENBUURT,397,Heemstede,462.4223895807168,4.747912267509999,0,25.17510210688261,.1373283395755306,.0119607005553182,.3472874839812046,.1550619393421615,0,.4856898761213157,.1935081148564295,.2534332084893883,2.05,0,0,1,1,1,1,6.1364789,1.557705,0
4901,OOSTERHOUT CENTRUM,826,Oosterhout,236.8909552629673,.36331844159,.322806428301314,35.84318589096223,.1307729703451629,.0609756097560976,.5117595818815331,.2051393728222997,.009581881533101,.2125435540069686,.1779290228488089,.242586290714633,2.07,0,0,1,1,1,1,5.4675999,-1.0124756,0
6956,SPANKEREN,275,Rheden,107.2173014052275,16.10476252355,.0036434699086061,2.450038865640286,.08,.0375318066157761,.0346692111959288,.0737913486005089,.004293893129771,.8497137404580153,.245,.145,2.54,0,0,1,1,1,1,4.6748576,2.779115,0
9102,DOKKUM BETTERWIRD,58,Dongeradeel,142.3185650033468,19.86235987842,0,23.16945902613066,.0216450216450216,.0138888888888889,.4898989898989899,0,0,.4962121212121212,.29004329004329,.0909090909090909,2.81,0,0,1,1,1,1,4.9580679,2.9888265,0
6074,MELICK,1669,Roerdalen,79.76709443111618,5.19169743533,0,6.30758987243278,.1356164383561644,.0292790313703908,.1552008805723721,.0027517886626307,.0110071546505228,.8017611447440837,.2246575342465753,.1712328767123288,2.32,0,0,1,1,1,1,4.3791113,1.6470608,0
4451,HEINKENSZAND,654,Borsele,91.04613892403268,14.17284865826,0,4.321069928114207,.0823084200567644,.0507399577167019,.0800804413963801,.0176352292064147,.0225339039859743,.8290104676945289,.2554399243140965,.130558183538316,2.46,0,0,1,1,1,1,4.5113664,2.6513281,0
4825,KROGTEN,758,Breda,77.21755231775683,2.38529158385,0,.7529772038062952,.1538461538461539,.07,.0034615384615385,.9123076923076923,0,.0142307692307692,.0769230769230769,.1538461538461539,2,0,0,1,1,1,1,4.3466268,.86932135,0
4255,NIEUWENDIJK,870,Werkendam,67.32368335316107,14.19661810221,0,4.643144432372,.0449275362318841,.0530800034080259,.0658601005367641,.0250489903723268,.0005112038851495,.8554997017977337,.2405797101449275,.1434782608695652,2.51,0,0,1,1,1,1,4.2095122,2.6530037,0
6584,MOLENHOEK,944,Mook en Middelaar,169.554560996794,8.70535596056,0,10.57539141753388,.1271753681392236,.0413385826771654,.2265569076592699,.0527916964924839,.0118110236220472,.6675017895490336,.2838018741633199,.1392235609103079,2.54,0,0,1,1,1,1,5.1331749,2.1639385,0
7588,BEUNINGEN (KERN),168,Losser,27.81452318153955,16.99688733151,0,.4206803242282793,.0566037735849057,.0194096847807007,.0033854101361687,.0015798580635454,.0016801665120245,.9739448805075608,.3113207547169811,.1320754716981132,3.32,0,0,1,1,1,1,3.3255582,2.8330302,0
3823,KATTENBROEK,307,Amersfoort,322.0790221590932,3.65530910321,0,68.70575297295051,.1840670859538784,.0900597907324365,.79745889387145,.0792227204783259,0,.0332585949177877,.3136268343815514,.0817610062893082,2.51,0,0,1,1,1,1,5.774797,1.2961806,0
8765,TJERKWERD,710,Wûnseradiel,15.04580792663467,26.26400313128,0,.3874491666009066,.0434782608695652,.023888591322978,.0056239957150509,.0014461703267274,.0002678093197643,.9687734333154794,.3152173913043478,.0978260869565217,2.98,0,0,1,1,1,1,2.7110994,3.2681992,0
3583,HOGELAND - WILHELMINAPARK,344,Utrecht (gemeente),1093.16794544041,1.88658341454,.5250506932047782,89.492821219674,.1750212404418012,.0673934588701685,.6729435084241824,.0475718533201189,.110009910802775,.1020812685827552,.2192013593882753,.096856414613424,1.82,1,1.8865834,1,1,1,1,6.9968352,.63476747,1.1975418
9014,TERZOOL,55,Boarnsterhim,20.13079536291653,14.87637259045,0,.6783260014891072,.0563380281690141,.0153846153846154,.0152605459057072,.0024813895781638,.0004962779156328,.9663771712158808,.3098591549295774,.0422535211267606,2.66,0,0,1,1,1,1,3.0022507,2.6997743,0
4845,WAGENBERG,1719,Drimmelen,43.05440051319392,7.696149227369999,0,4.460769850492645,.041002277904328,.0427669715316244,.0761303619734639,0,.0082442354759758,.872858431018936,.2733485193621868,.1275626423690205,2.69,0,0,1,1,1,1,3.7624645,2.04072,0
3143,SLUISPOLDER,556,Maassluis,415.7510075830705,5.685010269999999,.0316276452789207,23.59643324228842,.1820040899795501,.1018001241464929,.2253258845437617,.2520173805090006,.0353817504655493,.3854748603351955,.2413087934560327,.114519427402863,2.37,0,0,1,1,1,1,6.0300865,1.7378329,0
3953,MAARSBERGEN,1581,Maarn,70.1411358898693,10.46676827536,0,.9596461534905151,.1140684410646388,.0386816205081254,.0152437628747997,.0211490043488212,.0059510185397116,.918974593728542,.3307984790874525,.1102661596958175,2.67,0,0,1,1,1,1,4.2505093,2.3482053,0
2202,VILLAWIJK ZUID,575,Noordwijk,424.2539542652239,9.6322845774,0,21.49677267868019,.1652839821314614,.0282299965361967,.3773813647384828,.0244198129546242,.000692760651195,.5692760651195012,.1767708998085514,.200382897255903,2.03,0,0,1,1,1,1,6.0503321,2.2651205,0
6823,GEITENKAMP,202,Arnhem,177.5378844102932,3.38530646914,.2755064285284651,43.72362366844114,.2189830508474576,.0322222222222222,.5774074074074074,.0081481481481481,0,.3822222222222222,.2040677966101695,.1511864406779661,1.98,0,0,1,1,1,1,5.179184,1.2194444,0
1442,OVERWHERE ZUID,439,Purmerend,251.3833814677835,1.32471159503,0,29.85638361239249,.2366352201257862,.0304951690821256,.3810386473429952,.3728864734299517,.0027173913043478,.2128623188405797,.1894654088050315,.205188679245283,1.98,0,0,1,1,1,1,5.526979,.28119478,0
8495,OLDEBOORN,55,Boarnsterhim,74.97263903768837,14.02712141532,.004321112402436,.6743177112350991,.0380622837370242,.0176176542306754,.0121311875152402,.0034138015118264,.0050292611558157,.9618080955864423,.2422145328719723,.1107266435986159,2.4,0,0,1,1,1,1,4.3171234,2.6409926,0
2042,ZANDVOORT OUDE KERN,473,Zandvoort,372.0773919754292,6.61734806475,0,11.2848622452848,.1711430356027483,.0318795227850577,.1682964991198905,.0302170936827694,.0015646391550949,.7680422452571876,.1680199875078076,.2148657089319176,1.92,0,0,1,1,1,1,5.9191017,1.8896947,0
9832,DEN HORN,56,Zuidhorn,14.45576749994436,7.57827051774,0,.3919189561908378,.0574712643678161,.0213559322033898,.0061016949152542,0,.0008474576271186,.9716949152542372,.3333333333333333,.0689655172413793,2.82,0,0,1,1,1,1,2.6710935,2.025285,0
5556,BORKEL,858,Valkenswaard,23.64390119922092,15.07691906259,0,.3761760420667917,.0708661417322835,.0159863748088796,.0038320850026128,.0074899843232886,.0006773887630881,.9720141671021308,.2716535433070866,.1456692913385827,2.78,0,0,1,1,1,1,3.1631052,2.713165,0
8566,NIJEMIRDUM,653,Gaasterlân-Sleat,83.1711239397664,39.70720908412,0,.6915337361351691,.0338983050847458,.0121761081000817,.0100972603756775,.0044546736951518,.0418739327344272,.9313980250946619,.2966101694915254,.1101694915254237,2.85,0,0,1,1,1,1,4.4209003,3.6815329,0
1485,NOORDEINDE,365,Graft-De Rijp,99.15745357971784,9.121611363129999,0,1.467531086214629,.1176470588235294,.0205128205128205,.0730769230769231,0,0,.9064102564102564,.2941176470588235,.1176470588235294,2.55,0,0,1,1,1,1,4.5967093,2.2106464,0
8539,ECHTENERBRUG (KOM),82,Lemsterland,51.80605218125773,33.1999461483,0,1.454461563569213,.0547945205479452,.017413158603357,.0271968404990575,.0020644466385423,0,.9533255542590432,.2831050228310502,.1324200913242009,2.5,0,0,1,1,1,1,3.9475069,3.5025482,0
8355,GIETHOORN-ZUID,1708,Steenwijkerland,26.48788733526986,21.68726180618,.0792935891914911,.6269910855574791,.0403071017274472,.0281584557359383,.0100498980954389,.0005153793895097,.0027877339705297,.9584885328085834,.2245681381957773,.1957773512476008,2.41,0,0,1,1,1,1,3.2766876,3.076725,0
1214,ZUIDELIJK BLOEMENKWARTIER,402,Hilversum,442.3747502420085,1.30760619454,.658761023316539,84.81533228862365,.1766712141882674,.020260492040521,.975397973950796,.0043415340086831,0,0,.2326057298772169,.1616643929058663,2.13,0,0,1,1,1,1,6.0921574,.26819813,0
6831,KRONENBURG,202,Arnhem,148.1547483986925,2.87656650366,0,42.1286896474321,.3869969040247678,.1393643031784841,.3789731051344744,.4376528117359413,0,.0440097799511002,.1702786377708978,.196594427244582,1.68,0,0,1,1,1,1,4.9982572,1.0565974,0
1065,SLOTERVAART,363,Amsterdam,588.4810984811426,4.87087122905,0,65.15969889406962,.5516098484848485,.0698088039128502,.6803023566029346,.097821253890618,0,.1520675855935971,.2362689393939394,.2107007575757576,1.94,1,4.8708711,1,1,1,1,6.3775449,1.5832728,7.7119179
6294,VIJLEN,981,Vaals,85.12065142269149,12.22684572406,.1631599319867874,1.3396293475905,.1721854304635762,.0270044543429844,.0180400890868597,0,.0003897550111359,.9545657015590201,.2185430463576159,.1556291390728477,2.46,0,0,1,1,1,1,4.4440699,2.503634,0
4585,HENGSTDIJK,677,Hulst,21.92685958470987,11.90853385602,0,.4515815684901303,.1812080536912752,.0389679424272162,.0047023225384364,.001799149492967,.000204448806019,.9543261367353615,.2147651006711409,.1275167785234899,2.33,0,0,1,1,1,1,3.0877123,2.4772553,0
8332,DE MEENTEN,1708,Steenwijkerland,131.9240823704793,24.55006242538,0,12.72535592188229,.0868544600938967,.0548961424332344,.2541138386835716,.0520636633396277,.0712166172106825,.5677097383328837,.3082942097026604,.1001564945226917,2.71,0,0,1,1,1,1,4.8822265,3.2007143,0
